ID,Actual Y,Fitted Values,Type,Forecasted Values,Merged Values
131,1.1686,1.9518033100600327,Fitted,,1.9518033100600327
132,2.9896,3.6730494125348825,Fitted,,3.6730494125348825
133,3.2182,2.37412509002636,Fitted,,2.37412509002636
134,3.0506,3.4289944957992775,Fitted,,3.4289944957992775
135,3.6239,3.238118171777528,Fitted,,3.238118171777528
136,3.9155,2.966522873736119,Fitted,,2.966522873736119
137,3.4577,3.2326081169206473,Fitted,,3.2326081169206473
138,1.9967,2.8385621394511524,Fitted,,2.8385621394511524
139,1.4099,2.74697763667877,Fitted,,2.74697763667877
140,1.4671,1.3849428763349243,Fitted,,1.3849428763349243
141,2.0023,1.7835448907019706,Fitted,,1.7835448907019706
142,2.9404,2.0770143227932736,Fitted,,2.0770143227932736
143,3.1232,3.2250083298089898,Fitted,,3.2250083298089898
144,3.2112,2.970625056645073,Fitted,,2.970625056645073
145,3.4467,3.2360059732301165,Fitted,,3.2360059732301165
146,3.9235,2.728144715839072,Fitted,,2.728144715839072
147,2.8024,3.2639968771356997,Fitted,,3.2639968771356997
148,2.1067,2.6794154370297907,Fitted,,2.6794154370297907
149,0.9091,1.8808175272655276,Fitted,,1.8808175272655276
150,1.8374,1.2093845859000716,Fitted,,1.2093845859000716
151,1.7277,1.4553196221044205,Fitted,,1.4553196221044205
152,3.3389,2.698742733544312,Fitted,,2.698742733544312
153,3.1538,2.894413181007192,Fitted,,2.894413181007192
154,3.274,3.516080950479921,Fitted,,3.516080950479921
155,3.3108,2.9889023796410306,Fitted,,2.9889023796410306
156,4.097,2.9206216398085467,Fitted,,2.9206216398085467
157,2.2019,2.619163044870636,Fitted,,2.619163044870636
158,2.1676,2.808155082150322,Fitted,,2.808155082150322
159,0.4618,1.1721342644528294,Fitted,,1.1721342644528294
160,2.5473,1.686749487800938,Fitted,,1.686749487800938
161,1.4459,1.1419984397579745,Fitted,,1.1419984397579745
162,3.0534,3.6183211906446564,Fitted,,3.6183211906446564
163,2.8848,2.509560437093579,Fitted,,2.509560437093579
164,3.1435,3.4303305964635857,Fitted,,3.4303305964635857
165,3.0529,2.7549424030551175,Fitted,,2.7549424030551175
166,4.22,3.104832302468672,Fitted,,3.104832302468672
167,3.1651,2.5451605723405857,Fitted,,2.5451605723405857
168,2.7885,2.9578414782225573,Fitted,,2.9578414782225573
169,0.705,1.8304025790383176,Fitted,,1.8304025790383176
170,2.1182,1.9811761620670558,Fitted,,1.9811761620670558
171,0.9727,1.0022182297575044,Fitted,,1.0022182297575044
172,3.4727,2.8645485920069507,Fitted,,2.8645485920069507
173,2.7598,2.297015851547846,Fitted,,2.297015851547846
174,3.3236,3.703958431996493,Fitted,,3.703958431996493
175,2.6571,2.608050925625307,Fitted,,2.608050925625307
176,3.9622,2.8408885254188876,Fitted,,2.8408885254188876
177,1.7837,2.433686756211468,Fitted,,2.433686756211468
178,3.7035,3.0972828605509806,Fitted,,3.0972828605509806
179,0.4834,1.5144673612503468,Fitted,,1.5144673612503468
180,3.5987,2.742150594399705,Fitted,,2.742150594399705
181,0.8697,0.8792877399349894,Fitted,,0.8792877399349894
182,3.1023,3.620491224560214,Fitted,,3.620491224560214
183,0.7595,1.7549001955047865,Fitted,,1.7549001955047865
184,3.0618,3.259857517883921,Fitted,,3.259857517883921
185,0.7999,1.7159343922870176,Fitted,,1.7159343922870176
186,2.883,3.512079143857843,Fitted,,3.512079143857843
187,2.5335,2.0325887336550528,Fitted,,2.0325887336550528
188,2.7061,3.371166785443056,Fitted,,3.371166785443056
189,3.2399,2.828745801809498,Fitted,,2.828745801809498
190,3.5213,3.005299890127942,Fitted,,3.005299890127942
191,3.9446,3.2509040100647733,Fitted,,3.2509040100647733
192,2.7181,3.0478466116038305,Fitted,,3.0478466116038305
193,3.2154,3.209752019956584,Fitted,,3.209752019956584
194,1.5614,1.9223416383762937,Fitted,,1.9223416383762937
195,2.0941,2.426055559879118,Fitted,,2.426055559879118
196,1.0244,1.4305951713895162,Fitted,,1.4305951713895162
197,3.3323,2.534487740401704,Fitted,,2.534487740401704
198,2.3448,1.694090360633163,Fitted,,1.694090360633163
199,3.2608,3.797326587862152,Fitted,,3.797326587862152
200,2.8285,2.542798638976485,Fitted,,2.542798638976485
201,3.6757,3.3267426519659127,Fitted,,3.3267426519659127
202,1.686,2.333979932944098,Fitted,,2.333979932944098
203,3.9464,3.2091168989547527,Fitted,,3.2091168989547527
204,1.0107,1.4124802906005713,Fitted,,1.4124802906005713
205,3.7282,3.14758807881445,Fitted,,3.14758807881445
206,0.5139,0.9234961394297574,Fitted,,0.9234961394297574
207,3.4275,3.5963967148158744,Fitted,,3.5963967148158744
208,0.9718,1.1867900626283518,Fitted,,1.1867900626283518
209,2.9321,3.72436796329516,Fitted,,3.72436796329516
210,0.2713,1.833815432338502,Fitted,,1.833815432338502
211,3.0112,3.3731431949515307,Fitted,,3.3731431949515307
212,1.7235,1.436203412313051,Fitted,,1.436203412313051
213,2.7804,3.632037433329809,Fitted,,3.632037433329809
214,3.1222,2.616761414745314,Fitted,,2.616761414745314
215,2.746,3.3153895660586095,Fitted,,3.3153895660586095
216,3.6027,3.2004280187603786,Fitted,,3.2004280187603786
217,3.4173,2.83104087542044,Fitted,,2.83104087542044
218,4.0182,3.5631016931812898,Fitted,,3.5631016931812898
219,1.9883,2.690473416799895,Fitted,,2.690473416799895
220,2.7417,2.9834723950872357,Fitted,,2.9834723950872357
221,1.3252,1.2208121742982785,Fitted,,1.2208121742982785
222,2.8219,2.508403839930686,Fitted,,2.508403839930686
223,1.1265,1.5798771947785752,Fitted,,1.5798771947785752
224,3.3631,3.416326275266861,Fitted,,3.416326275266861
225,2.2126,1.5780753217438093,Fitted,,1.5780753217438093
226,3.2426,3.756853726187501,Fitted,,3.756853726187501
227,2.013,2.338881395310827,Fitted,,2.338881395310827
228,3.6939,3.466599770723298,Fitted,,3.466599770723298
229,1.5488,1.747691739373657,Fitted,,1.747691739373657
230,4.1068,3.3214703377109354,Fitted,,3.3214703377109354
231,0.9112,1.5250740118584236,Fitted,,1.5250740118584236
232,3.9171,3.687316340712684,Fitted,,3.687316340712684
233,0.4069,1.0297942339859074,Fitted,,1.0297942339859074
234,3.2979,3.7743176989429776,Fitted,,3.7743176989429776
235,0.1644,1.230552678952892,Fitted,,1.230552678952892
236,2.848,3.680091450242255,Fitted,,3.680091450242255
237,2.848,1.3687038673898606,Fitted,,1.3687038673898606
238,3.1208,3.5217500950436564,Fitted,,3.5217500950436564
239,2.1021,3.263541524733296,Fitted,,3.263541524733296
240,2.9622,3.1064010807465805,Fitted,,3.1064010807465805
241,3.2209,2.2708726673482893,Fitted,,2.2708726673482893
242,2.7412,2.8661307411216805,Fitted,,2.8661307411216805
243,3.434,3.411429293835523,Fitted,,3.411429293835523
244,3.0032,2.518043132561837,Fitted,,2.518043132561837
245,3.7458,2.706471373972103,Fitted,,2.706471373972103
246,1.9915,2.055901066572067,Fitted,,2.055901066572067
247,3.1503,3.3528515793954403,Fitted,,3.3528515793954403
248,1.435,1.4817315209236677,Fitted,,1.4817315209236677
249,3.2552,2.7811680269485985,Fitted,,2.7811680269485985
250,1.0895,1.2994570578381905,Fitted,,1.2994570578381905
251,3.6008,3.4850628578202305,Fitted,,3.4850628578202305
252,1.4489,1.2862807790530109,Fitted,,1.2862807790530109
253,3.3601,3.5581045159146676,Fitted,,3.5581045159146676
254,0.7756,1.5152917475552448,Fitted,,1.5152917475552448
255,3.1468,3.6041634883848186,Fitted,,3.6041634883848186
256,0.502,1.2743751696798302,Fitted,,1.2743751696798302
257,2.8875,3.535098626097927,Fitted,,3.535098626097927
258,1.445,1.4415664710536242,Fitted,,1.4415664710536242
259,2.6074,3.6722772071740293,Fitted,,3.6722772071740293
260,2.3961,2.2362118811885234,Fitted,,2.2362118811885234
261,2.6069,3.373798458246206,Fitted,,3.373798458246206
262,3.7738,2.992269169351568,Fitted,,2.992269169351568
263,3.6165,3.0919207120448693,Fitted,,3.0919207120448693
264,4.2373,3.6714080570195984,Fitted,,3.6714080570195984
265,2.3415,2.9010336778194423,Fitted,,2.9010336778194423
266,2.8777,3.088408606831913,Fitted,,3.088408606831913
267,1.4701,1.4065091180420393,Fitted,,1.4065091180420393
268,2.4034,2.515188688296445,Fitted,,2.515188688296445
269,0.9099,1.5403711699577975,Fitted,,1.5403711699577975
270,3.141,2.984828514429824,Fitted,,2.984828514429824
271,2.3337,1.4547229912027881,Fitted,,1.4547229912027881
272,3.1189,3.794585282869426,Fitted,,3.794585282869426
273,2.8817,2.5494728133455684,Fitted,,2.5494728133455684
274,3.596,3.4896035365689815,Fitted,,3.4896035365689815
275,2.3835,2.2687548602007004,Fitted,,2.2687548602007004
276,3.6583,3.1553219878251797,Fitted,,3.1553219878251797
277,1.7198,1.8311362772942354,Fitted,,1.8311362772942354
278,3.2176,3.0037810471784585,Fitted,,3.0037810471784585
279,0.7153,1.266097019372558,Fitted,,1.266097019372558
280,3.7994,3.0594878077854353,Fitted,,3.0594878077854353
281,1.0055,1.321569951254789,Fitted,,1.321569951254789
282,3.3752,3.8526999750677424,Fitted,,3.8526999750677424
283,0.639,1.6418636410969887,Fitted,,1.6418636410969887
284,2.9719,3.34682080089114,Fitted,,3.34682080089114
285,0.1554,1.4159584548476147,Fitted,,1.4159584548476147
286,2.3623,3.3946001595768966,Fitted,,3.3946001595768966
287,1.9068,1.6595615286948724,Fitted,,1.6595615286948724
288,2.5963,3.325791177061201,Fitted,,3.325791177061201
289,3.7353,3.0472000359856044,Fitted,,3.0472000359856044
290,2.6936,3.421226038285894,Fitted,,3.421226038285894
291,4.257,3.954406280702014,Fitted,,3.954406280702014
292,2.6031,2.539422060575619,Fitted,,2.539422060575619
293,4.1672,3.743210320248564,Fitted,,3.743210320248564
294,1.2176,1.9675029343253359,Fitted,,1.9675029343253359
295,4.0706,3.2891650271751796,Fitted,,3.2891650271751796
296,1.5538,0.8370146622557602,Fitted,,0.8370146622557602
297,3.6674,3.603050257422062,Fitted,,3.603050257422062
298,1.5647,1.4611753592573664,Fitted,,1.4611753592573664
299,3.2203,3.656229369343025,Fitted,,3.656229369343025
300,1.0347,1.356598355431832,Fitted,,1.356598355431832
301,3.1232,3.3215951546412086,Fitted,,3.3215951546412086
302,0.7951,1.4072283394888834,Fitted,,1.4072283394888834
303,3.1582,3.42813452733398,Fitted,,3.42813452733398
304,1.5432,1.2342625929753699,Fitted,,1.2342625929753699
305,2.9562,3.5879563613637586,Fitted,,3.5879563613637586
306,1.8785,2.0796198041986798,Fitted,,2.0796198041986798
307,2.898,3.5083850584987184,Fitted,,3.5083850584987184
308,2.6582,2.3985483842184396,Fitted,,2.3985483842184396
309,3.6152,3.2003987951918758,Fitted,,3.2003987951918758
310,3.4445,2.8816878158270196,Fitted,,2.8816878158270196
311,3.7329,3.15824768083618,Fitted,,3.15824768083618
312,2.0257,2.7197214807699637,Fitted,,2.7197214807699637
313,2.4579,2.539385803999239,Fitted,,2.539385803999239
314,0.482,1.7906193455773645,Fitted,,1.7906193455773645
315,2.735,2.190235457703589,Fitted,,2.190235457703589
316,1.3374,1.6677707476399504,Fitted,,1.6677707476399504
317,3.0899,3.114887768241049,Fitted,,3.114887768241049
318,2.5085,2.4693281061121413,Fitted,,2.4693281061121413
319,2.9774,3.1699859521691454,Fitted,,3.1699859521691454
320,2.6954,2.998636006724384,Fitted,,2.998636006724384
321,3.966,2.8619371398828646,Fitted,,2.8619371398828646
322,3.2496,2.937532103800623,Fitted,,2.937532103800623
323,3.5646,3.0391585340524667,Fitted,,3.0391585340524667
324,1.3082,2.5178044179882604,Fitted,,2.5178044179882604
325,2.5827,2.3071136064269018,Fitted,,2.3071136064269018
326,0.7592,1.2115883315666494,Fitted,,1.2115883315666494
327,3.5367,2.572057012183983,Fitted,,2.572057012183983
328,1.4731,1.9161116449458513,Fitted,,1.9161116449458513
329,3.2671,3.656586573438556,Fitted,,3.656586573438556
330,1.8972,1.955808403295572,Fitted,,1.955808403295572
331,3.1099,3.188661265860868,Fitted,,3.188661265860868
332,1.1562,2.300773914802956,Fitted,,2.300773914802956
333,3.6486,3.211237658940212,Fitted,,3.211237658940212
334,2.123,1.6807493091002508,Fitted,,1.6807493091002508
335,3.578,3.434272850883218,Fitted,,3.434272850883218
336,1.2241,2.220924975713063,Fitted,,2.220924975713063
337,3.7196,3.4121343646639,Fitted,,3.4121343646639
338,0.328,1.4905175293970578,Fitted,,1.4905175293970578
339,3.8308,3.6238920117582696,Fitted,,3.6238920117582696
340,3.8308,1.411103818299634,Fitted,,1.411103818299634
341,3.0365,3.9707288660458193,Fitted,,3.9707288660458193
342,3.0365,3.086377088676296,Fitted,,3.086377088676296
343,2.5107,2.3678074592730725,Fitted,,2.3678074592730725
344,0.5092,2.2442643390650403,Fitted,,2.2442643390650403
345,2.5669,2.131983014896327,Fitted,,2.131983014896327
346,3.1037,1.5766369575298462,Fitted,,1.5766369575298462
347,2.6805,3.077669176916571,Fitted,,3.077669176916571
348,3.5497,2.9995841001412065,Fitted,,2.9995841001412065
349,3.6494,2.594825156616436,Fitted,,2.594825156616436
350,3.7848,3.0810847261223775,Fitted,,3.0810847261223775
351,1.7699,2.6788017521328005,Fitted,,2.6788017521328005
352,3.1406,3.1244885002246265,Fitted,,3.1244885002246265
353,0.935,1.0496995266586895,Fitted,,1.0496995266586895
354,2.933,2.3350349864315585,Fitted,,2.3350349864315585
355,0.8772,1.0891589453920707,Fitted,,1.0891589453920707
356,3.2297,3.273427303106236,Fitted,,3.273427303106236
357,2.0402,1.3725943351101597,Fitted,,1.3725943351101597
358,3.0508,3.62248800172543,Fitted,,3.62248800172543
359,2.1207,2.435250537325729,Fitted,,2.435250537325729
360,3.3594,3.416951249956967,Fitted,,3.416951249956967
361,2.4836,2.0303725824217027,Fitted,,2.0303725824217027
362,3.9509,3.0303121165364217,Fitted,,3.0303121165364217
363,2.3791,2.0879445852382967,Fitted,,2.0879445852382967
364,3.7491,3.220405484800482,Fitted,,3.220405484800482
365,0.6907,1.7056173376332373,Fitted,,1.7056173376332373
366,3.6288,3.012086791069633,Fitted,,3.012086791069633
367,0.2076,1.1265777200044522,Fitted,,1.1265777200044522
368,3.6223,3.5254100669664106,Fitted,,3.5254100669664106
369,0.3817,1.1394106314247763,Fitted,,1.1394106314247763
370,3.1699,3.5653985400817874,Fitted,,3.5653985400817874
371,0.3517,1.2898050201801243,Fitted,,1.2898050201801243
372,2.7585,3.53273492312074,Fitted,,3.53273492312074
373,1.1102,1.837378402616508,Fitted,,1.837378402616508
374,2.4888,3.6213349825534307,Fitted,,3.6213349825534307
375,2.9732,2.5343874203052077,Fitted,,2.5343874203052077
376,2.5746,3.3990001458297376,Fitted,,3.3990001458297376
377,3.9313,3.547485512111402,Fitted,,3.547485512111402
378,3.5761,2.849884706880538,Fitted,,2.849884706880538
379,4.1536,3.7113619471373958,Fitted,,3.7113619471373958
380,1.7432,2.801259614525972,Fitted,,2.801259614525972
381,3.2237,3.2943769670348892,Fitted,,3.2943769670348892
382,1.2033,1.2204704447948294,Fitted,,1.2204704447948294
383,3.0964,2.9121812522596615,Fitted,,2.9121812522596615
384,0.7752,1.4799506713694717,Fitted,,1.4799506713694717
385,3.227,3.5140308917334186,Fitted,,3.5140308917334186
386,1.8752,1.2101502740719037,Fitted,,1.2101502740719037
387,3.2009,3.7359618431870154,Fitted,,3.7359618431870154
388,1.7937,2.3602146153165657,Fitted,,2.3602146153165657
389,3.2235,3.6958107261281103,Fitted,,3.6958107261281103
390,1.9108,1.8340144590427483,Fitted,,1.8340144590427483
391,3.8037,3.2645216510447375,Fitted,,3.2645216510447375
392,2.2477,2.076839361660279,Fitted,,2.076839361660279
393,3.9194,3.64181014623502,Fitted,,3.64181014623502
394,0.8103,1.8966374480676838,Fitted,,1.8966374480676838
395,3.9426,3.3177037898180655,Fitted,,3.3177037898180655
396,3.9426,1.2538895985006897,Fitted,,1.2538895985006897
397,3.7257,3.7820250665809114,Fitted,,3.7820250665809114
398,3.7257,3.217707278960618,Fitted,,3.217707278960618
399,3.0091,2.395904733300891,Fitted,,2.395904733300891
400,0.0721,2.064771983773837,Fitted,,2.064771983773837
401,2.9504,1.6094453056934184,Fitted,,1.6094453056934184
402,1.0564,0.8476938966071677,Fitted,,0.8476938966071677
403,2.9521,2.9319468876061485,Fitted,,2.9319468876061485
404,2.8804,1.7139489568074184,Fitted,,1.7139489568074184
405,2.7338,3.003460701304168,Fitted,,3.003460701304168
406,3.4175,2.924442018848868,Fitted,,2.924442018848868
407,3.7351,2.4334669194617544,Fitted,,2.4334669194617544
408,3.8061,3.325183725731822,Fitted,,3.325183725731822
409,2.2909,2.475517950146747,Fitted,,2.475517950146747
410,2.535,2.502214224489541,Fitted,,2.502214224489541
411,1.5162,1.0741269028950555,Fitted,,1.0741269028950555
412,2.1563,1.8932215926508642,Fitted,,1.8932215926508642
413,1.5026,1.5751127708277435,Fitted,,1.5751127708277435
414,3.313,2.759053969497691,Fitted,,2.759053969497691
415,2.7246,1.9001615922410966,Fitted,,1.9001615922410966
416,3.3617,3.4921318494153235,Fitted,,3.4921318494153235
417,3.1391,2.5743352349775606,Fitted,,2.5743352349775606
418,4.1576,2.97912148458518,Fitted,,2.97912148458518
419,1.6555,2.1319529109209983,Fitted,,2.1319529109209983
420,3.0469,2.8574231827696512,Fitted,,2.8574231827696512
421,0.136,1.0297931102978948,Fitted,,1.0297931102978948
422,3.316,2.3983517360519517,Fitted,,2.3983517360519517
423,0.6123,0.7492308154491025,Fitted,,0.7492308154491025
424,2.7193,3.739733270227001,Fitted,,3.739733270227001
425,1.4234,1.6836679269931878,Fitted,,1.6836679269931878
426,3.1391,3.2056712172178186,Fitted,,3.2056712172178186
427,2.2442,2.246938904976406,Fitted,,2.246938904976406
428,2.534,3.56614593135181,Fitted,,3.56614593135181
429,3.3656,2.677835143985962,Fitted,,2.677835143985962
430,3.4849,2.4994680441806785,Fitted,,2.4994680441806785
431,3.9125,3.018061372518592,Fitted,,3.018061372518592
432,2.9437,3.0345774207508573,Fitted,,3.0345774207508573
433,3.1829,3.111593585180541,Fitted,,3.111593585180541
434,1.9525,1.88119785957871,Fitted,,1.88119785957871
435,1.8481,2.4423395322049126,Fitted,,2.4423395322049126
436,0.9971,1.7195637802597377,Fitted,,1.7195637802597377
437,2.8685,2.225745875499825,Fitted,,2.225745875499825
438,2.4942,1.438903701619263,Fitted,,1.438903701619263
439,3.1684,3.3759563813277795,Fitted,,3.3759563813277795
440,3.4319,2.6920671461836996,Fitted,,2.6920671461836996
441,3.7025,3.296183769620417,Fitted,,3.296183769620417
442,2.6542,2.6431231472117633,Fitted,,2.6431231472117633
443,2.9954,3.0575800113240543,Fitted,,3.0575800113240543
444,1.4401,1.9058365387317115,Fitted,,1.9058365387317115
445,2.2318,2.2336899337287104,Fitted,,2.2336899337287104
446,1.0609,1.0888631449722932,Fitted,,1.0888631449722932
447,3.4723,2.5102330550887944,Fitted,,2.5102330550887944
448,2.4057,1.8622989544435846,Fitted,,1.8622989544435846
449,3.3145,3.7687563155883357,Fitted,,3.7687563155883357
450,2.5234,2.630033505344801,Fitted,,2.630033505344801
451,3.7917,3.075975252763957,Fitted,,3.075975252763957
452,1.3101,2.281754091269207,Fitted,,2.281754091269207
453,4.1372,3.040204589742577,Fitted,,3.040204589742577
454,0.5824,1.2690366904564832,Fitted,,1.2690366904564832
455,3.8692,3.1139155246531702,Fitted,,3.1139155246531702
456,0.6168,0.8805863196889074,Fitted,,0.8805863196889074
457,2.9061,3.7143479449227312,Fitted,,3.7143479449227312
458,0.8396,1.510539716375276,Fitted,,1.510539716375276
459,2.81,3.305490319568265,Fitted,,3.305490319568265
460,0.8894,1.9841203778934287,Fitted,,1.9841203778934287
461,3.1081,3.34186316641777,Fitted,,3.34186316641777
462,3.1285,2.0282068590823767,Fitted,,2.0282068590823767
