ID,Actual Y,Fitted Values,Type,Forecasted Values,Merged Values
0,3.0187,2.5662021476362047,Fitted,,2.5662021476362047
1,2.7349,2.454027757513474,Fitted,,2.454027757513474
2,3.0292,2.811964367313745,Fitted,,2.811964367313745
3,3.6002,2.5232212346313423,Fitted,,2.5232212346313423
4,3.503,2.737830916453353,Fitted,,2.737830916453353
5,2.4798,2.932284346696765,Fitted,,2.932284346696765
6,2.4132,2.5760210959628917,Fitted,,2.5760210959628917
7,1.9625,1.8592333432205417,Fitted,,1.8592333432205417
8,2.1013,2.06539829906541,Fitted,,2.06539829906541
9,2.1049,2.0808746887814364,Fitted,,2.0808746887814364
10,3.4161,2.4778812627902305,Fitted,,2.4778812627902305
11,3.0193,2.4098063740073368,Fitted,,2.4098063740073368
12,3.6011,3.2523603177901714,Fitted,,3.2523603177901714
13,3.0419,2.8185220386627767,Fitted,,2.8185220386627767
14,3.7592,3.0935616114386013,Fitted,,3.0935616114386013
15,1.0737,2.279342150022439,Fitted,,2.279342150022439
16,2.6309,2.733877581730365,Fitted,,2.733877581730365
17,0.3204,0.9357179871781898,Fitted,,0.9357179871781898
18,3.4162,2.698176007172191,Fitted,,2.698176007172191
19,1.2384,1.2679082126866918,Fitted,,1.2679082126866918
20,2.8057,3.9823760754409854,Fitted,,3.9823760754409854
21,1.7843,1.985721225971219,Fitted,,1.985721225971219
22,2.833,3.257197703773738,Fitted,,3.257197703773738
23,2.4023,2.525127732845024,Fitted,,2.525127732845024
24,3.206,3.401190865808296,Fitted,,3.401190865808296
25,3.6192,2.726598509202041,Fitted,,2.726598509202041
26,3.5711,2.7456507349742996,Fitted,,2.7456507349742996
27,3.1852,2.8913790144434586,Fitted,,2.8913790144434586
28,2.4647,2.8506133537209832,Fitted,,2.8506133537209832
29,1.4129,2.4553741306167622,Fitted,,2.4553741306167622
30,1.514,1.7424258820563372,Fitted,,1.7424258820563372
31,1.848,1.3602855550399777,Fitted,,1.3602855550399777
