ID,Actual Y,Fitted Values,Type,Forecasted Values,Merged Values
96,2.1089,2.151331040046026,Fitted,,2.151331040046026
97,3.9489,3.3896004195264284,Fitted,,3.3896004195264284
98,0.5423,1.738544198322983,Fitted,,1.738544198322983
99,3.9909,3.177751240310081,Fitted,,3.177751240310081
100,0.1106,0.8695771649808512,Fitted,,0.8695771649808512
101,3.5105,3.816178479219771,Fitted,,3.816178479219771
102,0.2994,0.9476097158983554,Fitted,,0.9476097158983554
103,3.1288,3.6718340753534564,Fitted,,3.6718340753534564
104,0.0625,1.2804680382417635,Fitted,,1.2804680382417635
105,3.0017,3.9503537994754194,Fitted,,3.9503537994754194
106,1.4262,1.7219580334958917,Fitted,,1.7219580334958917
107,3.018,3.867907824644678,Fitted,,3.867907824644678
108,2.839,2.5089386964660676,Fitted,,2.5089386964660676
109,2.6239,3.5291301444324135,Fitted,,3.5291301444324135
110,3.3901,3.3443359069414655,Fitted,,3.3443359069414655
111,3.5736,2.7575823166148843,Fitted,,2.7575823166148843
112,3.8116,3.3559859114935655,Fitted,,3.3559859114935655
113,2.3204,2.776486448114233,Fitted,,2.776486448114233
114,2.8127,3.1997104344418865,Fitted,,3.1997104344418865
115,1.6021,1.5238737167930114,Fitted,,1.5238737167930114
116,2.3783,2.635655248188112,Fitted,,2.635655248188112
117,1.23,1.7383150326562915,Fitted,,1.7383150326562915
118,3.3903,3.0388744561492302,Fitted,,3.0388744561492302
119,2.4694,1.7274987408715567,Fitted,,1.7274987408715567
120,3.3537,3.7291942756534717,Fitted,,3.7291942756534717
121,2.6003,2.670908875762616,Fitted,,2.670908875762616
122,3.9518,3.462353794816997,Fitted,,3.462353794816997
123,1.3395,2.131235680978291,Fitted,,2.131235680978291
124,3.9486,3.219956953554428,Fitted,,3.219956953554428
125,0.2404,1.1638835432425167,Fitted,,1.1638835432425167
126,3.8594,3.472499010590801,Fitted,,3.472499010590801
127,0.5734,0.7459826118988593,Fitted,,0.7459826118988593
128,2.7465,3.9173845033904207,Fitted,,3.9173845033904207
129,0.776,1.3617857960689783,Fitted,,1.3617857960689783
130,2.9032,3.4966651457410283,Fitted,,3.4966651457410283
131,1.1686,1.862568070064665,Fitted,,1.862568070064665
132,2.9896,3.7511977042400853,Fitted,,3.7511977042400853
133,3.2182,2.2894326695923257,Fitted,,2.2894326695923257
134,3.0506,3.4286007654906223,Fitted,,3.4286007654906223
135,3.6239,3.3927243297748246,Fitted,,3.3927243297748246
136,3.9155,2.9218528929047634,Fitted,,2.9218528929047634
137,3.4577,3.1583508605317236,Fitted,,3.1583508605317236
138,1.9967,2.7457019481961713,Fitted,,2.7457019481961713
139,1.4099,2.633843698400241,Fitted,,2.633843698400241
140,1.4671,1.3207510521042658,Fitted,,1.3207510521042658
141,2.0023,1.7514043468769531,Fitted,,1.7514043468769531
142,2.9404,2.16317137395647,Fitted,,2.16317137395647
143,3.1232,3.13269862299949,Fitted,,3.13269862299949
144,3.2112,3.189767148218057,Fitted,,3.189767148218057
145,3.4467,3.1265564628103433,Fitted,,3.1265564628103433
146,3.9235,2.865136556049736,Fitted,,2.865136556049736
147,2.8024,3.092796600722165,Fitted,,3.092796600722165
148,2.1067,2.816989862281839,Fitted,,2.816989862281839
149,0.9091,1.6636444342015522,Fitted,,1.6636444342015522
150,1.8374,1.2732955800172694,Fitted,,1.2732955800172694
151,1.7277,1.516856836846808,Fitted,,1.516856836846808
152,3.3389,2.975099124152542,Fitted,,2.975099124152542
153,3.1538,2.815180902198235,Fitted,,2.815180902198235
154,3.274,3.277808469513909,Fitted,,3.277808469513909
155,3.3108,2.8697303473151323,Fitted,,2.8697303473151323
156,4.097,3.0827798412022713,Fitted,,3.0827798412022713
157,2.2019,2.9120960177587953,Fitted,,2.9120960177587953
158,2.1676,2.7384466985951663,Fitted,,2.7384466985951663
159,0.4618,1.047014538224,Fitted,,1.047014538224
160,2.5473,1.5769211336416722,Fitted,,1.5769211336416722
161,1.4459,1.5309873703271104,Fitted,,1.5309873703271104
162,3.0534,3.625607033624462,Fitted,,3.625607033624462
163,2.8848,2.342312383732853,Fitted,,2.342312383732853
164,3.1435,3.023591557865606,Fitted,,3.023591557865606
165,3.0529,2.9510648120986027,Fitted,,2.9510648120986027
166,4.22,3.4143552608766083,Fitted,,3.4143552608766083
167,3.1651,2.8181227897840193,Fitted,,2.8181227897840193
168,2.7885,2.6397967883317004,Fitted,,2.6397967883317004
169,0.705,1.7435832630063635,Fitted,,1.7435832630063635
170,2.1182,1.9926656112100234,Fitted,,1.9926656112100234
171,0.9727,1.3817453092346526,Fitted,,1.3817453092346526
172,3.4727,2.702233206156474,Fitted,,2.702233206156474
173,2.7598,1.8824935480764684,Fitted,,1.8824935480764684
174,3.3236,3.571378023609954,Fitted,,3.571378023609954
175,2.6571,2.9948324991450406,Fitted,,2.9948324991450406
176,3.9622,3.2641396047102886,Fitted,,3.2641396047102886
177,1.7837,2.3715477810744954,Fitted,,2.3715477810744954
178,3.7035,2.9196989750042897,Fitted,,2.9196989750042897
179,0.4834,1.3412836227778886,Fitted,,1.3412836227778886
180,3.5987,2.8530319780856708,Fitted,,2.8530319780856708
181,0.8697,0.9529147861444403,Fitted,,0.9529147861444403
182,3.1023,3.622683542185688,Fitted,,3.622683542185688
183,0.7595,1.667295598479148,Fitted,,1.667295598479148
184,3.0618,3.3895535336216325,Fitted,,3.3895535336216325
185,0.7999,1.6365829797997946,Fitted,,1.6365829797997946
186,2.883,3.623678026627132,Fitted,,3.623678026627132
187,2.5335,2.055479736905249,Fitted,,2.055479736905249
188,2.7061,3.352527767239897,Fitted,,3.352527767239897
189,3.2399,2.9390536703343177,Fitted,,2.9390536703343177
190,3.5213,2.8690705226817936,Fitted,,2.8690705226817936
191,3.9446,3.3313811068324624,Fitted,,3.3313811068324624
192,2.7181,2.9245018924199675,Fitted,,2.9245018924199675
193,3.2154,3.201943670014368,Fitted,,3.201943670014368
194,1.5614,1.6142081044937822,Fitted,,1.6142081044937822
195,2.0941,2.5822350899919875,Fitted,,2.5822350899919875
196,1.0244,1.439382862477079,Fitted,,1.439382862477079
197,3.3323,2.6622086494248585,Fitted,,2.6622086494248585
198,2.3448,1.5897886513216228,Fitted,,1.5897886513216228
199,3.2608,3.747790774905858,Fitted,,3.747790774905858
200,2.8285,2.613034499758571,Fitted,,2.613034499758571
201,3.6757,3.3907973965146447,Fitted,,3.3907973965146447
202,1.686,2.3801170168860826,Fitted,,2.3801170168860826
203,3.9464,3.0988856529946216,Fitted,,3.0988856529946216
204,1.0107,1.3749626358021994,Fitted,,1.3749626358021994
205,3.7282,3.2175628858766836,Fitted,,3.2175628858766836
206,0.5139,1.0814049795892946,Fitted,,1.0814049795892946
207,3.4275,3.5534576976991024,Fitted,,3.5534576976991024
208,0.9718,1.1504514915137922,Fitted,,1.1504514915137922
209,2.9321,3.734670264880938,Fitted,,3.734670264880938
210,0.2713,1.7170904732433312,Fitted,,1.7170904732433312
211,3.0112,3.446814100512242,Fitted,,3.446814100512242
212,1.7235,1.4270736470700884,Fitted,,1.4270736470700884
213,2.7804,3.7466369933572543,Fitted,,3.7466369933572543
214,3.1222,2.76801787975439,Fitted,,2.76801787975439
215,2.746,3.2569836757487205,Fitted,,3.2569836757487205
216,3.6027,3.1784235541461947,Fitted,,3.1784235541461947
217,3.4173,2.672776793569157,Fitted,,2.672776793569157
218,4.0182,3.472665051753509,Fitted,,3.472665051753509
219,1.9883,2.5953032270883627,Fitted,,2.5953032270883627
220,2.7417,3.016951827161038,Fitted,,3.016951827161038
221,1.3252,1.1041402410482366,Fitted,,1.1041402410482366
222,2.8219,2.609048762671617,Fitted,,2.609048762671617
223,1.1265,1.7275226126485554,Fitted,,1.7275226126485554
224,3.3631,3.3336977617093826,Fitted,,3.3336977617093826
225,2.2126,1.4850600271199739,Fitted,,1.4850600271199739
226,3.2426,3.557416908403917,Fitted,,3.557416908403917
227,2.013,2.602841918956712,Fitted,,2.602841918956712
228,3.6939,3.5568837324720217,Fitted,,3.5568837324720217
229,1.5488,1.83068160045794,Fitted,,1.83068160045794
230,4.1068,3.0643575532407707,Fitted,,3.0643575532407707
231,0.9112,1.5800637908280935,Fitted,,1.5800637908280935
232,3.9171,3.8150809211681427,Fitted,,3.8150809211681427
233,0.4069,1.2108975272626423,Fitted,,1.2108975272626423
234,3.2979,3.5338175937937253,Fitted,,3.5338175937937253
235,0.1644,1.0229064083733004,Fitted,,1.0229064083733004
236,2.848,3.8214710997711636,Fitted,,3.8214710997711636
237,2.848,1.4736162395341947,Fitted,,1.4736162395341947
238,3.1208,3.511610479836656,Fitted,,3.511610479836656
239,2.1021,3.1576222804062906,Fitted,,3.1576222804062906
240,2.9622,3.2488497910129452,Fitted,,3.2488497910129452
241,3.2209,2.4184142528386,Fitted,,2.4184142528386
242,2.7412,2.770610076198033,Fitted,,2.770610076198033
243,3.434,3.2253510896488775,Fitted,,3.2253510896488775
244,3.0032,2.2749102792185347,Fitted,,2.2749102792185347
245,3.7458,2.792811954362635,Fitted,,2.792811954362635
246,1.9915,2.1758144256682783,Fitted,,2.1758144256682783
247,3.1503,3.3432731232503494,Fitted,,3.3432731232503494
248,1.435,1.5674826556883041,Fitted,,1.5674826556883041
249,3.2552,2.659399933606837,Fitted,,2.659399933606837
250,1.0895,1.2165935165003186,Fitted,,1.2165935165003186
251,3.6008,3.391526845951905,Fitted,,3.391526845951905
252,1.4489,1.5527512552743277,Fitted,,1.5527512552743277
253,3.3601,3.6145033679084033,Fitted,,3.6145033679084033
254,0.7756,1.5755116417444313,Fitted,,1.5755116417444313
255,3.1468,3.4978778332475278,Fitted,,3.4978778332475278
256,0.502,1.4445967484698419,Fitted,,1.4445967484698419
257,2.8875,3.537086903459904,Fitted,,3.537086903459904
258,1.445,1.3952678936113074,Fitted,,1.3952678936113074
259,2.6074,3.5057831164590136,Fitted,,3.5057831164590136
260,2.3961,2.4354971370221916,Fitted,,2.4354971370221916
261,2.6069,3.455951601281826,Fitted,,3.455951601281826
262,3.7738,3.001395902407702,Fitted,,3.001395902407702
263,3.6165,2.864347698443794,Fitted,,2.864347698443794
264,4.2373,3.5893304929165524,Fitted,,3.5893304929165524
265,2.3415,2.8805671897957037,Fitted,,2.8805671897957037
266,2.8777,3.196023588039255,Fitted,,3.196023588039255
267,1.4701,1.3171352771374973,Fitted,,1.3171352771374973
268,2.4034,2.4328156758443353,Fitted,,2.4328156758443353
269,0.9099,1.590965976972547,Fitted,,1.590965976972547
270,3.141,2.9104155796179882,Fitted,,2.9104155796179882
271,2.3337,1.4994355009687586,Fitted,,1.4994355009687586
272,3.1189,3.5850209388146625,Fitted,,3.5850209388146625
273,2.8817,2.855621484955962,Fitted,,2.855621484955962
274,3.596,3.4617397014443183,Fitted,,3.4617397014443183
275,2.3835,2.4451047002382644,Fitted,,2.4451047002382644
276,3.6583,2.8344344764564635,Fitted,,2.8344344764564635
277,1.7198,1.9181776911755453,Fitted,,1.9181776911755453
278,3.2176,3.0111988343817035,Fitted,,3.0111988343817035
279,0.7153,1.5406876817239006,Fitted,,1.5406876817239006
280,3.7994,2.8187197525840153,Fitted,,2.8187197525840153
281,1.0055,1.2123866001668253,Fitted,,1.2123866001668253
282,3.3752,3.9230664243608784,Fitted,,3.9230664243608784
283,0.639,1.7159841800027729,Fitted,,1.7159841800027729
284,2.9719,3.412245031325993,Fitted,,3.412245031325993
285,0.1554,1.2783957930727963,Fitted,,1.2783957930727963
286,2.3623,3.6101350351271932,Fitted,,3.6101350351271932
287,1.9068,1.744210607925026,Fitted,,1.744210607925026
288,2.5963,3.379687976999836,Fitted,,3.379687976999836
289,3.7353,2.8482474181146844,Fitted,,2.8482474181146844
290,2.6936,3.3064253220483333,Fitted,,3.3064253220483333
291,4.257,4.049178225137411,Fitted,,4.049178225137411
292,2.6031,2.5997206175619025,Fitted,,2.5997206175619025
293,4.1672,3.599758074464744,Fitted,,3.599758074464744
294,1.2176,1.6958156568332958,Fitted,,1.6958156568332958
295,4.0706,3.4046396806856167,Fitted,,3.4046396806856167
296,1.5538,0.8629378811649993,Fitted,,0.8629378811649993
297,3.6674,3.6101859776353895,Fitted,,3.6101859776353895
298,1.5647,1.3733144629140341,Fitted,,1.3733144629140341
299,3.2203,3.5245714114839144,Fitted,,3.5245714114839144
300,1.0347,1.506197186726079,Fitted,,1.506197186726079
301,3.1232,3.2681757634878994,Fitted,,3.2681757634878994
302,0.7951,1.4708874605934423,Fitted,,1.4708874605934423
303,3.1582,3.3451795839641916,Fitted,,3.3451795839641916
304,1.5432,1.5078718201745396,Fitted,,1.5078718201745396
305,2.9562,3.509520764410732,Fitted,,3.509520764410732
306,1.8785,2.264560732998818,Fitted,,2.264560732998818
307,2.898,3.3861046150572522,Fitted,,3.3861046150572522
308,2.6582,2.395133262762894,Fitted,,2.395133262762894
309,3.6152,3.044128693855749,Fitted,,3.044128693855749
310,3.4445,2.8403680329909724,Fitted,,2.8403680329909724
311,3.7329,3.1570489560772113,Fitted,,3.1570489560772113
312,2.0257,2.8262950537827143,Fitted,,2.8262950537827143
313,2.4579,2.603282616974186,Fitted,,2.603282616974186
314,0.482,1.7118632333817327,Fitted,,1.7118632333817327
315,2.735,2.2379139668543964,Fitted,,2.2379139668543964
316,1.3374,1.4346623685643247,Fitted,,1.4346623685643247
317,3.0899,3.1788596739183994,Fitted,,3.1788596739183994
318,2.5085,2.29800861189198,Fitted,,2.29800861189198
319,2.9774,3.489521294855464,Fitted,,3.489521294855464
320,2.6954,2.99411044870726,Fitted,,2.99411044870726
321,3.966,3.100940031968418,Fitted,,3.100940031968418
322,3.2496,2.622443745561224,Fitted,,2.622443745561224
323,3.5646,3.000703369180667,Fitted,,3.000703369180667
324,1.3082,2.429770918535703,Fitted,,2.429770918535703
325,2.5827,2.451907634657331,Fitted,,2.451907634657331
326,0.7592,1.2726207873283677,Fitted,,1.2726207873283677
327,3.5367,2.57363412331269,Fitted,,2.57363412331269
328,1.4731,1.7364768278868308,Fitted,,1.7364768278868308
329,3.2671,3.65791799449434,Fitted,,3.65791799449434
330,1.8972,1.9701385276142391,Fitted,,1.9701385276142391
331,3.1099,3.290557519446751,Fitted,,3.290557519446751
332,1.1562,2.4256038711347587,Fitted,,2.4256038711347587
333,3.6486,3.291391722524346,Fitted,,3.291391722524346
334,2.123,1.6257094380212904,Fitted,,1.6257094380212904
335,3.578,3.2040918423199876,Fitted,,3.2040918423199876
336,1.2241,2.355519337189942,Fitted,,2.355519337189942
337,3.7196,3.4428741305840074,Fitted,,3.4428741305840074
338,0.328,1.6686740880925202,Fitted,,1.6686740880925202
339,3.8308,3.402643866779846,Fitted,,3.402643866779846
340,3.8308,1.264325307432061,Fitted,,1.264325307432061
341,3.0365,3.810959620481162,Fitted,,3.810959620481162
342,3.0365,3.44287275158501,Fitted,,3.44287275158501
343,2.5107,2.3188129616996793,Fitted,,2.3188129616996793
344,0.5092,2.267794065347421,Fitted,,2.267794065347421
345,2.5669,2.12858633890487,Fitted,,2.12858633890487
346,3.1037,1.6714344095994458,Fitted,,1.6714344095994458
347,2.6805,2.692725592038932,Fitted,,2.692725592038932
348,3.5497,3.12300756197099,Fitted,,3.12300756197099
349,3.6494,2.480158812350668,Fitted,,2.480158812350668
350,3.7848,3.3681132060483723,Fitted,,3.3681132060483723
351,1.7699,2.9778794205264973,Fitted,,2.9778794205264973
352,3.1406,2.9433821183428233,Fitted,,2.9433821183428233
353,0.935,0.6633569360940132,Fitted,,0.6633569360940132
354,2.933,2.346769423929204,Fitted,,2.346769423929204
355,0.8772,1.2699743023345298,Fitted,,1.2699743023345298
356,3.2297,3.5543513436297314,Fitted,,3.5543513436297314
357,2.0402,1.4080868852397705,Fitted,,1.4080868852397705
358,3.0508,3.4224455636781927,Fitted,,3.4224455636781927
359,2.1207,2.412633796280851,Fitted,,2.412633796280851
360,3.3594,3.558513721087124,Fitted,,3.558513721087124
361,2.4836,2.1420368693353997,Fitted,,2.1420368693353997
362,3.9509,2.8022410945889353,Fitted,,2.8022410945889353
363,2.3791,2.084611282925828,Fitted,,2.084611282925828
364,3.7491,3.381416399152813,Fitted,,3.381416399152813
365,0.6907,2.0539600300993692,Fitted,,2.0539600300993692
366,3.6288,2.8553105620067227,Fitted,,2.8553105620067227
367,0.2076,0.7459141616917893,Fitted,,0.7459141616917893
368,3.6223,3.488372841926128,Fitted,,3.488372841926128
369,0.3817,1.2454961569564598,Fitted,,1.2454961569564598
370,3.1699,3.800409065223338,Fitted,,3.800409065223338
371,0.3517,1.1630962431199214,Fitted,,1.1630962431199214
372,2.7585,3.742523260526731,Fitted,,3.742523260526731
373,1.1102,1.9193167370681814,Fitted,,1.9193167370681814
374,2.4888,3.7882446761634707,Fitted,,3.7882446761634707
375,2.9732,2.2395144046138946,Fitted,,2.2395144046138946
376,2.5746,3.1037094690508127,Fitted,,3.1037094690508127
377,3.9313,3.656767917121664,Fitted,,3.656767917121664
378,3.5761,3.0319273471281387,Fitted,,3.0319273471281387
379,4.1536,3.7858035197062256,Fitted,,3.7858035197062256
380,1.7432,2.498645145656588,Fitted,,2.498645145656588
381,3.2237,3.253465509157725,Fitted,,3.253465509157725
382,1.2033,1.1266461879259744,Fitted,,1.1266461879259744
383,3.0964,3.0156385697522916,Fitted,,3.0156385697522916
384,0.7752,1.3002357973982266,Fitted,,1.3002357973982266
385,3.227,3.3760728515504104,Fitted,,3.3760728515504104
386,1.8752,1.3382076132344376,Fitted,,1.3382076132344376
387,3.2009,3.8612442671185176,Fitted,,3.8612442671185176
388,1.7937,2.4900949031643904,Fitted,,2.4900949031643904
389,3.2235,3.555036894333015,Fitted,,3.555036894333015
390,1.9108,1.8156569883725535,Fitted,,1.8156569883725535
391,3.8037,3.141105446041429,Fitted,,3.141105446041429
392,2.2477,2.2295121817430825,Fitted,,2.2295121817430825
393,3.9194,3.629043374130771,Fitted,,3.629043374130771
394,0.8103,1.9932446974249163,Fitted,,1.9932446974249163
395,3.9426,3.1770152684518767,Fitted,,3.1770152684518767
396,3.9426,1.1615362744886948,Fitted,,1.1615362744886948
397,3.7257,3.753564896238577,Fitted,,3.753564896238577
398,3.7257,3.2318879580569337,Fitted,,3.2318879580569337
399,3.0091,2.345766760527543,Fitted,,2.345766760527543
400,0.0721,1.9661967362500312,Fitted,,1.9661967362500312
401,2.9504,1.973565089002591,Fitted,,1.973565089002591
402,1.0564,0.9029951463450008,Fitted,,0.9029951463450008
403,2.9521,2.868426752503252,Fitted,,2.868426752503252
404,2.8804,1.4901568423348868,Fitted,,1.4901568423348868
405,2.7338,2.946271900946986,Fitted,,2.946271900946986
406,3.4175,3.1487140647929346,Fitted,,3.1487140647929346
407,3.7351,3.0331656360336976,Fitted,,3.0331656360336976
408,3.8061,2.9879197503841803,Fitted,,2.9879197503841803
409,2.2909,2.270012435067951,Fitted,,2.270012435067951
410,2.535,2.4178370313526405,Fitted,,2.4178370313526405
411,1.5162,1.3030078538957461,Fitted,,1.3030078538957461
412,2.1563,2.2204933146974386,Fitted,,2.2204933146974386
413,1.5026,1.5116102881792783,Fitted,,1.5116102881792783
414,3.313,2.519306783183059,Fitted,,2.519306783183059
415,2.7246,1.8959454119451231,Fitted,,1.8959454119451231
416,3.3617,3.59766191622565,Fitted,,3.59766191622565
417,3.1391,2.7213215500759835,Fitted,,2.7213215500759835
418,4.1576,2.9669673181717457,Fitted,,2.9669673181717457
419,1.6555,2.142451685480234,Fitted,,2.142451685480234
420,3.0469,2.9875461435426995,Fitted,,2.9875461435426995
421,0.136,1.10941391150754,Fitted,,1.10941391150754
422,3.316,2.455772092400464,Fitted,,2.455772092400464
423,0.6123,0.6290351630495599,Fitted,,0.6290351630495599
424,2.7193,3.702674202502004,Fitted,,3.702674202502004
425,1.4234,1.678713947435228,Fitted,,1.678713947435228
426,3.1391,3.399421539457409,Fitted,,3.399421539457409
427,2.2442,2.153299741940065,Fitted,,2.153299741940065
428,2.534,3.6999363566728367,Fitted,,3.6999363566728367
429,3.3656,2.7485800456410328,Fitted,,2.7485800456410328
430,3.4849,2.5358926449744947,Fitted,,2.5358926449744947
431,3.9125,2.953808426429272,Fitted,,2.953808426429272
432,2.9437,2.8815219674553556,Fitted,,2.8815219674553556
433,3.1829,3.2362948551424346,Fitted,,3.2362948551424346
434,1.9525,1.8597365194160793,Fitted,,1.8597365194160793
435,1.8481,2.3171153020980113,Fitted,,2.3171153020980113
436,0.9971,1.5580268617397433,Fitted,,1.5580268617397433
437,2.8685,2.3074251781831085,Fitted,,2.3074251781831085
438,2.4942,1.6209846532611003,Fitted,,1.6209846532611003
439,3.1684,3.318435819070447,Fitted,,3.318435819070447
440,3.4319,2.7753443288393647,Fitted,,2.7753443288393647
441,3.7025,3.300719876697147,Fitted,,3.300719876697147
442,2.6542,2.8596780641996835,Fitted,,2.8596780641996835
443,2.9954,2.8886954483718563,Fitted,,2.8886954483718563
444,1.4401,1.7880673754196676,Fitted,,1.7880673754196676
445,2.2318,2.1613839667145816,Fitted,,2.1613839667145816
446,1.0609,1.35303255454976,Fitted,,1.35303255454976
447,3.4723,2.5396246950161627,Fitted,,2.5396246950161627
448,2.4057,1.883504908999103,Fitted,,1.883504908999103
449,3.3145,3.7436888522527987,Fitted,,3.7436888522527987
450,2.5234,2.5879635710779514,Fitted,,2.5879635710779514
451,3.7917,3.101552487584871,Fitted,,3.101552487584871
452,1.3101,2.214077096990974,Fitted,,2.214077096990974
453,4.1372,3.183341777971001,Fitted,,3.183341777971001
454,0.5824,1.2188874628058917,Fitted,,1.2188874628058917
455,3.8692,3.270638759437216,Fitted,,3.270638759437216
456,0.6168,0.8675500770200888,Fitted,,0.8675500770200888
457,2.9061,3.807460747875482,Fitted,,3.807460747875482
458,0.8396,1.4116464159704263,Fitted,,1.4116464159704263
459,2.81,3.33537662868822,Fitted,,3.33537662868822
460,0.8894,1.6969326145316062,Fitted,,1.6969326145316062
461,3.1081,3.4894217287536806,Fitted,,3.4894217287536806
